Test : FormRCV2Mbps01V 1.0.0.0  Name : GoldieCharactV 0.2.10.14 
Tx,PerRx(%),PerTx(%),Channel,Attenuation,Address,Length,Data,Temperature,Vdd,RxOk,RxOk(%),RxErr,RxErr(%),TxErr,TxErr(%),Current,ActTemp,GpioTgl,DutRxTxTime,DutAckLen,
10902,15.31%,15.37%,68,93,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,9233,84.69%,0,0.00%,1676,15.37%,n.a.,n.a.,n.a.,0,0,
10902,15.65%,15.69%,69,93,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,9196,84.35%,0,0.00%,1711,15.69%,n.a.,n.a.,n.a.,0,0,
10912,14.75%,14.87%,70,93,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,9302,85.25%,0,0.00%,1623,14.87%,n.a.,n.a.,n.a.,0,0,
10909,14.37%,14.41%,71,93,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,9341,85.63%,0,0.00%,1572,14.41%,n.a.,n.a.,n.a.,0,0,
10912,14.57%,14.64%,72,93,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,9322,85.43%,0,0.00%,1598,14.64%,n.a.,n.a.,n.a.,0,0,
10900,15.39%,15.41%,73,93,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,9223,84.61%,0,0.00%,1680,15.41%,n.a.,n.a.,n.a.,0,0,
10911,16.41%,16.55%,74,93,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,9121,83.59%,0,0.00%,1806,16.55%,n.a.,n.a.,n.a.,0,0,
10909,15.58%,15.66%,75,93,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,9209,84.42%,0,0.00%,1708,15.66%,n.a.,n.a.,n.a.,0,0,
10910,16.85%,16.93%,76,93,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,9072,83.15%,0,0.00%,1847,16.93%,n.a.,n.a.,n.a.,0,0,
10913,15.11%,15.15%,77,93,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,9264,84.89%,0,0.00%,1653,15.15%,n.a.,n.a.,n.a.,0,0,
10902,15.62%,15.69%,78,93,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,9199,84.38%,0,0.00%,1710,15.69%,n.a.,n.a.,n.a.,0,0,
10911,15.56%,15.60%,79,93,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,9213,84.44%,0,0.00%,1702,15.60%,n.a.,n.a.,n.a.,0,0,
10912,59.65%,59.95%,3,94,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,4403,40.35%,0,0.00%,6542,59.95%,n.a.,n.a.,n.a.,0,0,
10901,75.98%,76.12%,4,94,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,2618,24.02%,0,0.00%,8298,76.12%,n.a.,n.a.,n.a.,0,0,
10911,73.25%,73.31%,5,94,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,2919,26.75%,0,0.00%,7999,73.31%,n.a.,n.a.,n.a.,0,0,
10910,42.58%,43.11%,6,94,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,6264,57.42%,0,0.00%,4703,43.11%,n.a.,n.a.,n.a.,0,0,
10913,54.71%,54.83%,7,94,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,4943,45.29%,0,0.00%,5984,54.83%,n.a.,n.a.,n.a.,0,0,
10910,52.31%,52.50%,8,94,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,5203,47.69%,0,0.00%,5728,52.50%,n.a.,n.a.,n.a.,0,0,
10902,43.47%,43.67%,9,94,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,6163,56.53%,0,0.00%,4761,43.67%,n.a.,n.a.,n.a.,0,0,
10912,42.81%,43.18%,10,94,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,6241,57.19%,0,0.00%,4712,43.18%,n.a.,n.a.,n.a.,0,0,
10911,40.21%,42.19%,11,94,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,6524,59.79%,0,0.00%,4603,42.19%,n.a.,n.a.,n.a.,0,0,
10902,38.64%,43.13%,12,94,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,6689,61.36%,0,0.00%,4702,43.13%,n.a.,n.a.,n.a.,0,0,
10910,36.30%,36.50%,13,94,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,6950,63.70%,0,0.00%,3982,36.50%,n.a.,n.a.,n.a.,0,0,
10912,37.93%,38.35%,14,94,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,6773,62.07%,0,0.00%,4185,38.35%,n.a.,n.a.,n.a.,0,0,
10902,38.92%,39.20%,15,94,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,6659,61.08%,0,0.00%,4274,39.20%,n.a.,n.a.,n.a.,0,0,
10912,39.57%,40.02%,16,94,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,6594,60.43%,0,0.00%,4367,40.02%,n.a.,n.a.,n.a.,0,0,
10910,39.40%,39.64%,17,94,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,6611,60.60%,0,0.00%,4325,39.64%,n.a.,n.a.,n.a.,0,0,
10911,36.30%,36.50%,18,94,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,6950,63.70%,0,0.00%,3982,36.50%,n.a.,n.a.,n.a.,0,0,
10911,34.84%,35.06%,19,94,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,7110,65.16%,0,0.00%,3825,35.06%,n.a.,n.a.,n.a.,0,0,
10900,33.78%,34.26%,20,94,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,7218,66.22%,0,0.00%,3734,34.26%,n.a.,n.a.,n.a.,0,0,
10905,34.15%,34.31%,21,94,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,7181,65.85%,0,0.00%,3742,34.31%,n.a.,n.a.,n.a.,0,0,
10912,33.03%,33.50%,22,94,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,7308,66.97%,0,0.00%,3656,33.50%,n.a.,n.a.,n.a.,0,0,
10911,33.47%,33.82%,23,94,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,7259,66.53%,0,0.00%,3690,33.82%,n.a.,n.a.,n.a.,0,0,
10901,33.10%,33.48%,24,94,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,7293,66.90%,0,0.00%,3650,33.48%,n.a.,n.a.,n.a.,0,0,
10910,31.80%,32.19%,25,94,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,7441,68.20%,0,0.00%,3512,32.19%,n.a.,n.a.,n.a.,0,0,
10904,34.20%,35.00%,26,94,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,7175,65.80%,0,0.00%,3816,35.00%,n.a.,n.a.,n.a.,0,0,
10902,31.42%,31.82%,27,94,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,7477,68.58%,0,0.00%,3469,31.82%,n.a.,n.a.,n.a.,0,0,
10911,34.12%,34.67%,28,94,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,7188,65.88%,0,0.00%,3783,34.67%,n.a.,n.a.,n.a.,0,0,
10900,33.65%,33.97%,29,94,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,7232,66.35%,0,0.00%,3703,33.97%,n.a.,n.a.,n.a.,0,0,
10900,34.16%,34.84%,30,94,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,7177,65.84%,0,0.00%,3798,34.84%,n.a.,n.a.,n.a.,0,0,
10902,37.31%,38.11%,31,94,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,6834,62.69%,0,0.00%,4155,38.11%,n.a.,n.a.,n.a.,0,0,
10911,39.80%,40.77%,32,94,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,6568,60.20%,0,0.00%,4448,40.77%,n.a.,n.a.,n.a.,0,0,
10912,51.63%,52.24%,33,94,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,5278,48.37%,0,0.00%,5700,52.24%,n.a.,n.a.,n.a.,0,0,
10902,36.95%,38.91%,34,94,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,6874,63.05%,0,0.00%,4242,38.91%,n.a.,n.a.,n.a.,0,0,
10910,35.02%,35.44%,35,94,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,7089,64.98%,0,0.00%,3866,35.44%,n.a.,n.a.,n.a.,0,0,
10913,31.23%,31.67%,36,94,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,7505,68.77%,0,0.00%,3456,31.67%,n.a.,n.a.,n.a.,0,0,
10901,30.37%,30.94%,37,94,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,7590,69.63%,0,0.00%,3373,30.94%,n.a.,n.a.,n.a.,0,0,
10911,30.80%,34.75%,38,94,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,7550,69.20%,0,0.00%,3792,34.75%,n.a.,n.a.,n.a.,0,0,
10912,30.30%,30.66%,39,94,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,7606,69.70%,0,0.00%,3346,30.66%,n.a.,n.a.,n.a.,0,0,
10902,30.94%,31.32%,40,94,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,7529,69.06%,0,0.00%,3414,31.32%,n.a.,n.a.,n.a.,0,0,
10902,30.76%,31.06%,41,94,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,7549,69.24%,0,0.00%,3386,31.06%,n.a.,n.a.,n.a.,0,0,
10912,29.51%,29.97%,42,94,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,7692,70.49%,0,0.00%,3270,29.97%,n.a.,n.a.,n.a.,0,0,
10900,29.59%,29.86%,43,94,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,7675,70.41%,0,0.00%,3255,29.86%,n.a.,n.a.,n.a.,0,0,
10912,30.27%,30.70%,44,94,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,7609,69.73%,0,0.00%,3350,30.70%,n.a.,n.a.,n.a.,0,0,
10911,28.01%,28.36%,45,94,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,7855,71.99%,0,0.00%,3094,28.36%,n.a.,n.a.,n.a.,0,0,
10902,28.26%,28.77%,46,94,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,7821,71.74%,0,0.00%,3137,28.77%,n.a.,n.a.,n.a.,0,0,
10911,27.92%,28.29%,47,94,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,7865,72.08%,0,0.00%,3087,28.29%,n.a.,n.a.,n.a.,0,0,
10902,28.06%,28.95%,48,94,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,7843,71.94%,0,0.00%,3156,28.95%,n.a.,n.a.,n.a.,0,0,
10901,32.36%,32.88%,49,94,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,7373,67.64%,0,0.00%,3584,32.88%,n.a.,n.a.,n.a.,0,0,
10910,29.40%,29.64%,50,94,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,7702,70.60%,0,0.00%,3234,29.64%,n.a.,n.a.,n.a.,0,0,
10904,27.82%,28.12%,51,94,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,7871,72.18%,0,0.00%,3066,28.12%,n.a.,n.a.,n.a.,0,0,
10901,25.91%,26.39%,52,94,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,8077,74.09%,0,0.00%,2877,26.39%,n.a.,n.a.,n.a.,0,0,
10910,27.53%,27.81%,53,94,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,7907,72.47%,0,0.00%,3034,27.81%,n.a.,n.a.,n.a.,0,0,
10901,29.32%,29.80%,54,94,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,7705,70.68%,0,0.00%,3249,29.80%,n.a.,n.a.,n.a.,0,0,
10912,29.00%,29.34%,55,94,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,7748,71.00%,0,0.00%,3202,29.34%,n.a.,n.a.,n.a.,0,0,
10911,30.00%,30.47%,56,94,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,7638,70.00%,0,0.00%,3325,30.47%,n.a.,n.a.,n.a.,0,0,
10902,28.88%,29.29%,57,94,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,7754,71.12%,0,0.00%,3193,29.29%,n.a.,n.a.,n.a.,0,0,
10904,31.08%,31.62%,58,94,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,7515,68.92%,0,0.00%,3448,31.62%,n.a.,n.a.,n.a.,0,0,
10911,29.64%,30.08%,59,94,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,7677,70.36%,0,0.00%,3282,30.08%,n.a.,n.a.,n.a.,0,0,
10900,29.94%,30.50%,60,94,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,7637,70.06%,0,0.00%,3324,30.50%,n.a.,n.a.,n.a.,0,0,
10912,32.78%,33.39%,61,94,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,7335,67.22%,0,0.00%,3643,33.39%,n.a.,n.a.,n.a.,0,0,
10904,29.03%,29.99%,62,94,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,7739,70.97%,0,0.00%,3270,29.99%,n.a.,n.a.,n.a.,0,0,
10900,32.22%,33.01%,63,94,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,7388,67.78%,0,0.00%,3598,33.01%,n.a.,n.a.,n.a.,0,0,
10912,38.24%,43.13%,64,94,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,6739,61.76%,0,0.00%,4706,43.13%,n.a.,n.a.,n.a.,0,0,
10910,44.54%,47.23%,65,94,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,6051,55.46%,0,0.00%,5153,47.23%,n.a.,n.a.,n.a.,0,0,
10903,29.72%,32.04%,66,94,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,7663,70.28%,0,0.00%,3493,32.04%,n.a.,n.a.,n.a.,0,0,
10911,30.20%,30.75%,67,94,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,7616,69.80%,0,0.00%,3355,30.75%,n.a.,n.a.,n.a.,0,0,
10901,29.78%,30.21%,68,94,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,7655,70.22%,0,0.00%,3293,30.21%,n.a.,n.a.,n.a.,0,0,
10910,30.23%,30.59%,69,94,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,7612,69.77%,0,0.00%,3337,30.59%,n.a.,n.a.,n.a.,0,0,
10910,28.95%,29.54%,70,94,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,7752,71.05%,0,0.00%,3223,29.54%,n.a.,n.a.,n.a.,0,0,
10902,27.48%,27.78%,71,94,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,7906,72.52%,0,0.00%,3029,27.78%,n.a.,n.a.,n.a.,0,0,
10912,28.56%,29.00%,72,94,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,7795,71.44%,0,0.00%,3164,29.00%,n.a.,n.a.,n.a.,0,0,
10902,30.46%,30.95%,73,94,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,7581,69.54%,0,0.00%,3374,30.95%,n.a.,n.a.,n.a.,0,0,
10909,30.73%,31.33%,74,94,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,7557,69.27%,0,0.00%,3418,31.33%,n.a.,n.a.,n.a.,0,0,
10912,30.87%,31.30%,75,94,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,7544,69.13%,0,0.00%,3415,31.30%,n.a.,n.a.,n.a.,0,0,
10899,31.66%,32.19%,76,94,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,7448,68.34%,0,0.00%,3508,32.19%,n.a.,n.a.,n.a.,0,0,
10913,29.81%,30.19%,77,94,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,7660,70.19%,0,0.00%,3295,30.19%,n.a.,n.a.,n.a.,0,0,
10900,30.05%,30.56%,78,94,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,7625,69.95%,0,0.00%,3331,30.56%,n.a.,n.a.,n.a.,0,0,
10912,32.04%,32.52%,79,94,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,7416,67.96%,0,0.00%,3549,32.52%,n.a.,n.a.,n.a.,0,0,
10911,90.13%,90.45%,3,95,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,1077,9.87%,0,0.00%,9869,90.45%,n.a.,n.a.,n.a.,0,0,
10901,83.48%,84.10%,4,95,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,1801,16.52%,0,0.00%,9168,84.10%,n.a.,n.a.,n.a.,0,0,
10912,69.45%,69.91%,5,95,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,3334,30.55%,0,0.00%,7629,69.91%,n.a.,n.a.,n.a.,0,0,
10902,75.38%,76.22%,6,95,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,2684,24.62%,0,0.00%,8309,76.22%,n.a.,n.a.,n.a.,0,0,
10902,74.83%,75.20%,7,95,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,2744,25.17%,0,0.00%,8198,75.20%,n.a.,n.a.,n.a.,0,0,
10911,61.75%,62.78%,8,95,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,4174,38.25%,0,0.00%,6850,62.78%,n.a.,n.a.,n.a.,0,0,
10910,66.21%,66.87%,9,95,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,3687,33.79%,0,0.00%,7296,66.87%,n.a.,n.a.,n.a.,0,0,
10902,62.69%,63.79%,10,95,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,4067,37.31%,0,0.00%,6954,63.79%,n.a.,n.a.,n.a.,0,0,
10911,60.69%,61.64%,11,95,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,4289,39.31%,0,0.00%,6726,61.64%,n.a.,n.a.,n.a.,0,0,
10902,60.07%,61.36%,12,95,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,4353,39.93%,0,0.00%,6689,61.36%,n.a.,n.a.,n.a.,0,0,
10911,59.46%,61.82%,13,95,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,4423,40.54%,0,0.00%,6745,61.82%,n.a.,n.a.,n.a.,0,0,
10912,59.42%,66.76%,14,95,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,4428,40.58%,0,0.00%,7285,66.76%,n.a.,n.a.,n.a.,0,0,
10902,58.86%,59.51%,15,95,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,4485,41.14%,0,0.00%,6488,59.51%,n.a.,n.a.,n.a.,0,0,
10911,58.79%,60.18%,16,95,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,4496,41.21%,0,0.00%,6566,60.18%,n.a.,n.a.,n.a.,0,0,
10902,60.93%,61.95%,17,95,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,4259,39.07%,0,0.00%,6754,61.95%,n.a.,n.a.,n.a.,0,0,
10902,55.57%,56.04%,18,95,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,4844,44.43%,0,0.00%,6109,56.04%,n.a.,n.a.,n.a.,0,0,
10911,57.16%,58.15%,19,95,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,4674,42.84%,0,0.00%,6345,58.15%,n.a.,n.a.,n.a.,0,0,
10902,54.20%,55.68%,20,95,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,4993,45.80%,0,0.00%,6070,55.68%,n.a.,n.a.,n.a.,0,0,
10910,54.51%,55.28%,21,95,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,4963,45.49%,0,0.00%,6031,55.28%,n.a.,n.a.,n.a.,0,0,
10901,53.18%,54.55%,22,95,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,5104,46.82%,0,0.00%,5946,54.55%,n.a.,n.a.,n.a.,0,0,
10900,54.11%,55.16%,23,95,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,5002,45.89%,0,0.00%,6012,55.16%,n.a.,n.a.,n.a.,0,0,
10912,51.93%,53.10%,24,95,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,5245,48.07%,0,0.00%,5794,53.10%,n.a.,n.a.,n.a.,0,0,
10911,53.11%,54.39%,25,95,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,5116,46.89%,0,0.00%,5934,54.39%,n.a.,n.a.,n.a.,0,0,
10902,53.73%,55.97%,26,95,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,5044,46.27%,0,0.00%,6102,55.97%,n.a.,n.a.,n.a.,0,0,
10912,52.22%,53.55%,27,95,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,5214,47.78%,0,0.00%,5843,53.55%,n.a.,n.a.,n.a.,0,0,
10902,53.76%,55.44%,28,95,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,5041,46.24%,0,0.00%,6044,55.44%,n.a.,n.a.,n.a.,0,0,
10901,54.30%,55.30%,29,95,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,4982,45.70%,0,0.00%,6028,55.30%,n.a.,n.a.,n.a.,0,0,
10912,55.30%,57.26%,30,95,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,4878,44.70%,0,0.00%,6248,57.26%,n.a.,n.a.,n.a.,0,0,
10903,57.57%,59.41%,31,95,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,4626,42.43%,0,0.00%,6477,59.41%,n.a.,n.a.,n.a.,0,0,
10901,61.35%,63.58%,32,95,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,4213,38.65%,0,0.00%,6931,63.58%,n.a.,n.a.,n.a.,0,0,
10911,71.00%,71.93%,33,95,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,3164,29.00%,0,0.00%,7848,71.93%,n.a.,n.a.,n.a.,0,0,
10902,57.56%,62.32%,34,95,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,4627,42.44%,0,0.00%,6794,62.32%,n.a.,n.a.,n.a.,0,0,
10910,54.28%,55.47%,35,95,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,4988,45.72%,0,0.00%,6052,55.47%,n.a.,n.a.,n.a.,0,0,
10913,50.18%,51.50%,36,95,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,5437,49.82%,0,0.00%,5620,51.50%,n.a.,n.a.,n.a.,0,0,
10902,50.71%,51.66%,37,95,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,5374,49.29%,0,0.00%,5632,51.66%,n.a.,n.a.,n.a.,0,0,
10910,48.79%,50.06%,38,95,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,5587,51.21%,0,0.00%,5462,50.06%,n.a.,n.a.,n.a.,0,0,
10912,47.73%,49.15%,39,95,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,5704,52.27%,0,0.00%,5363,49.15%,n.a.,n.a.,n.a.,0,0,
10900,49.65%,55.86%,40,95,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,5488,50.35%,0,0.00%,6089,55.86%,n.a.,n.a.,n.a.,0,0,
10912,50.51%,52.09%,41,95,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,5400,49.49%,0,0.00%,5684,52.09%,n.a.,n.a.,n.a.,0,0,
10901,49.11%,50.31%,42,95,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,5548,50.89%,0,0.00%,5484,50.31%,n.a.,n.a.,n.a.,0,0,
10911,49.96%,51.06%,43,95,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,5460,50.04%,0,0.00%,5571,51.06%,n.a.,n.a.,n.a.,0,0,
10902,48.18%,49.48%,44,95,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,5649,51.82%,0,0.00%,5394,49.48%,n.a.,n.a.,n.a.,0,0,
10899,49.17%,50.24%,45,95,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,5540,50.83%,0,0.00%,5476,50.24%,n.a.,n.a.,n.a.,0,0,
10913,47.39%,48.72%,46,95,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,5741,52.61%,0,0.00%,5317,48.72%,n.a.,n.a.,n.a.,0,0,
10912,47.41%,48.49%,47,95,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,5739,52.59%,0,0.00%,5291,48.49%,n.a.,n.a.,n.a.,0,0,
10901,46.82%,48.96%,48,95,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,5797,53.18%,0,0.00%,5337,48.96%,n.a.,n.a.,n.a.,0,0,
10912,52.47%,54.02%,49,95,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,5186,47.53%,0,0.00%,5895,54.02%,n.a.,n.a.,n.a.,0,0,
10912,47.90%,48.64%,50,95,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,5685,52.10%,0,0.00%,5308,48.64%,n.a.,n.a.,n.a.,0,0,
10901,46.48%,47.67%,51,95,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,5834,53.52%,0,0.00%,5197,47.67%,n.a.,n.a.,n.a.,0,0,
10911,45.94%,47.39%,52,95,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,5899,54.06%,0,0.00%,5171,47.39%,n.a.,n.a.,n.a.,0,0,
10901,46.31%,47.23%,53,95,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,5853,53.69%,0,0.00%,5148,47.23%,n.a.,n.a.,n.a.,0,0,
10901,47.70%,49.22%,54,95,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,5701,52.30%,0,0.00%,5366,49.22%,n.a.,n.a.,n.a.,0,0,
10910,48.29%,49.42%,55,95,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,5642,51.71%,0,0.00%,5392,49.42%,n.a.,n.a.,n.a.,0,0,
10902,49.15%,50.09%,56,95,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,5544,50.85%,0,0.00%,5461,50.09%,n.a.,n.a.,n.a.,0,0,
10910,49.11%,50.20%,57,95,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,5552,50.89%,0,0.00%,5477,50.20%,n.a.,n.a.,n.a.,0,0,
10902,50.59%,52.12%,58,95,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,5387,49.41%,0,0.00%,5682,52.12%,n.a.,n.a.,n.a.,0,0,
10901,49.67%,51.19%,59,95,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,5486,50.33%,0,0.00%,5580,51.19%,n.a.,n.a.,n.a.,0,0,
10912,49.86%,51.68%,60,95,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,5471,50.14%,0,0.00%,5639,51.68%,n.a.,n.a.,n.a.,0,0,
10909,52.23%,53.70%,61,95,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,5211,47.77%,0,0.00%,5858,53.70%,n.a.,n.a.,n.a.,0,0,
10904,49.06%,51.71%,62,95,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,5554,50.94%,0,0.00%,5639,51.71%,n.a.,n.a.,n.a.,0,0,
10913,52.56%,55.15%,63,95,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,5177,47.44%,0,0.00%,6018,55.15%,n.a.,n.a.,n.a.,0,0,
10910,59.23%,65.16%,64,95,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,4448,40.77%,0,0.00%,7109,65.16%,n.a.,n.a.,n.a.,0,0,
10901,66.78%,70.44%,65,95,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,3621,33.22%,0,0.00%,7679,70.44%,n.a.,n.a.,n.a.,0,0,
10911,49.98%,58.03%,66,95,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,5458,50.02%,0,0.00%,6332,58.03%,n.a.,n.a.,n.a.,0,0,
10901,50.23%,53.76%,67,95,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,5425,49.77%,0,0.00%,5860,53.76%,n.a.,n.a.,n.a.,0,0,
10911,49.92%,51.48%,68,95,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,5464,50.08%,0,0.00%,5617,51.48%,n.a.,n.a.,n.a.,0,0,
