Test : FormRCV2Mbps01V 1.0.0.0  Name : GoldieCharactV 0.2.10.14 
Tx,PerRx(%),PerTx(%),Channel,Attenuation,Address,Length,Data,Temperature,Vdd,RxOk,RxOk(%),RxErr,RxErr(%),TxErr,TxErr(%),Current,ActTemp,GpioTgl,DutRxTxTime,DutAckLen,
10902,4.06%,4.06%,66,91,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,10459,95.94%,0,0.00%,443,4.06%,n.a.,n.a.,n.a.,0,0,
10913,4.20%,4.20%,67,91,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,10455,95.80%,0,0.00%,458,4.20%,n.a.,n.a.,n.a.,0,0,
10910,4.21%,4.22%,68,91,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,10451,95.79%,0,0.00%,460,4.22%,n.a.,n.a.,n.a.,0,0,
10903,4.14%,4.14%,69,91,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,10452,95.86%,0,0.00%,451,4.14%,n.a.,n.a.,n.a.,0,0,
10912,3.55%,3.55%,70,91,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,10525,96.45%,0,0.00%,387,3.55%,n.a.,n.a.,n.a.,0,0,
10912,3.65%,3.65%,71,91,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,10514,96.35%,0,0.00%,398,3.65%,n.a.,n.a.,n.a.,0,0,
10901,3.79%,3.79%,72,91,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,10488,96.21%,0,0.00%,413,3.79%,n.a.,n.a.,n.a.,0,0,
10912,3.95%,3.95%,73,91,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,10481,96.05%,0,0.00%,431,3.95%,n.a.,n.a.,n.a.,0,0,
10911,4.13%,4.13%,74,91,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,10460,95.87%,0,0.00%,451,4.13%,n.a.,n.a.,n.a.,0,0,
10902,4.39%,4.39%,75,91,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,10423,95.61%,0,0.00%,479,4.39%,n.a.,n.a.,n.a.,0,0,
10912,4.31%,4.31%,76,91,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,10442,95.69%,0,0.00%,470,4.31%,n.a.,n.a.,n.a.,0,0,
10901,3.90%,3.90%,77,91,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,10476,96.10%,0,0.00%,425,3.90%,n.a.,n.a.,n.a.,0,0,
10902,4.11%,4.12%,78,91,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,10454,95.89%,0,0.00%,449,4.12%,n.a.,n.a.,n.a.,0,0,
10911,3.94%,3.94%,79,91,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,10481,96.06%,0,0.00%,430,3.94%,n.a.,n.a.,n.a.,0,0,
10901,52.62%,52.63%,3,92,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,5165,47.38%,0,0.00%,5737,52.63%,n.a.,n.a.,n.a.,0,0,
10911,36.75%,36.75%,4,92,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,6901,63.25%,0,0.00%,4010,36.75%,n.a.,n.a.,n.a.,0,0,
10902,20.94%,20.95%,5,92,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,8619,79.06%,0,0.00%,2284,20.95%,n.a.,n.a.,n.a.,0,0,
10899,26.22%,26.42%,6,92,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,8041,73.78%,0,0.00%,2880,26.42%,n.a.,n.a.,n.a.,0,0,
10912,22.88%,23.96%,7,92,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,8415,77.12%,0,0.00%,2615,23.96%,n.a.,n.a.,n.a.,0,0,
10903,12.89%,12.92%,8,92,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,9498,87.11%,0,0.00%,1409,12.92%,n.a.,n.a.,n.a.,0,0,
10900,13.99%,14.00%,9,92,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,9375,86.01%,0,0.00%,1526,14.00%,n.a.,n.a.,n.a.,0,0,
10911,12.53%,12.53%,10,92,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,9544,87.47%,0,0.00%,1367,12.53%,n.a.,n.a.,n.a.,0,0,
10901,11.39%,11.40%,11,92,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,9659,88.61%,0,0.00%,1243,11.40%,n.a.,n.a.,n.a.,0,0,
10902,12.42%,12.44%,12,92,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,9548,87.58%,0,0.00%,1356,12.44%,n.a.,n.a.,n.a.,0,0,
10912,9.55%,9.55%,13,92,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,9870,90.45%,0,0.00%,1042,9.55%,n.a.,n.a.,n.a.,0,0,
10901,11.16%,11.16%,14,92,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,9684,88.84%,0,0.00%,1217,11.16%,n.a.,n.a.,n.a.,0,0,
10910,9.70%,9.71%,15,92,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,9852,90.30%,0,0.00%,1059,9.71%,n.a.,n.a.,n.a.,0,0,
10901,12.43%,12.44%,16,92,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,9546,87.57%,0,0.00%,1356,12.44%,n.a.,n.a.,n.a.,0,0,
10901,11.22%,11.22%,17,92,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,9678,88.78%,0,0.00%,1223,11.22%,n.a.,n.a.,n.a.,0,0,
10910,10.95%,10.95%,18,92,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,9715,89.05%,0,0.00%,1195,10.95%,n.a.,n.a.,n.a.,0,0,
10903,9.25%,9.25%,19,92,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,9895,90.75%,0,0.00%,1009,9.25%,n.a.,n.a.,n.a.,0,0,
10910,9.89%,9.89%,20,92,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,9831,90.11%,0,0.00%,1079,9.89%,n.a.,n.a.,n.a.,0,0,
10911,9.10%,9.10%,21,92,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,9918,90.90%,0,0.00%,993,9.10%,n.a.,n.a.,n.a.,0,0,
10901,9.45%,9.45%,22,92,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,9871,90.55%,0,0.00%,1030,9.45%,n.a.,n.a.,n.a.,0,0,
10913,9.01%,9.03%,23,92,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,9930,90.99%,0,0.00%,985,9.03%,n.a.,n.a.,n.a.,0,0,
10913,8.45%,8.45%,24,92,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,9991,91.55%,0,0.00%,922,8.45%,n.a.,n.a.,n.a.,0,0,
10900,8.06%,8.07%,25,92,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,10021,91.94%,0,0.00%,880,8.07%,n.a.,n.a.,n.a.,0,0,
10912,10.60%,10.61%,26,92,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,9755,89.40%,0,0.00%,1158,10.61%,n.a.,n.a.,n.a.,0,0,
10901,8.66%,8.66%,27,92,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,9957,91.34%,0,0.00%,944,8.66%,n.a.,n.a.,n.a.,0,0,
10902,9.97%,9.97%,28,92,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,9815,90.03%,0,0.00%,1087,9.97%,n.a.,n.a.,n.a.,0,0,
10910,9.86%,9.86%,29,92,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,9834,90.14%,0,0.00%,1076,9.86%,n.a.,n.a.,n.a.,0,0,
10902,8.91%,9.00%,30,92,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,9931,91.09%,0,0.00%,981,9.00%,n.a.,n.a.,n.a.,0,0,
10912,10.28%,10.37%,31,92,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,9790,89.72%,0,0.00%,1132,10.37%,n.a.,n.a.,n.a.,0,0,
10911,10.81%,10.92%,32,92,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,9731,89.19%,0,0.00%,1191,10.92%,n.a.,n.a.,n.a.,0,0,
10902,17.74%,18.10%,33,92,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,8968,82.26%,0,0.00%,1973,18.10%,n.a.,n.a.,n.a.,0,0,
10910,9.81%,10.82%,34,92,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,9840,90.19%,0,0.00%,1180,10.82%,n.a.,n.a.,n.a.,0,0,
10901,9.96%,10.01%,35,92,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,9815,90.04%,0,0.00%,1091,10.01%,n.a.,n.a.,n.a.,0,0,
10911,7.92%,7.93%,36,92,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,10047,92.08%,0,0.00%,865,7.93%,n.a.,n.a.,n.a.,0,0,
10911,7.56%,7.56%,37,92,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,10086,92.44%,0,0.00%,825,7.56%,n.a.,n.a.,n.a.,0,0,
10902,8.37%,8.38%,38,92,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,9989,91.63%,0,0.00%,914,8.38%,n.a.,n.a.,n.a.,0,0,
10911,7.39%,7.39%,39,92,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,10105,92.61%,0,0.00%,806,7.39%,n.a.,n.a.,n.a.,0,0,
10899,8.26%,8.26%,40,92,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,9999,91.74%,0,0.00%,900,8.26%,n.a.,n.a.,n.a.,0,0,
10904,8.60%,8.61%,41,92,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,9966,91.40%,0,0.00%,939,8.61%,n.a.,n.a.,n.a.,0,0,
10912,9.48%,9.49%,42,92,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,9877,90.52%,0,0.00%,1036,9.49%,n.a.,n.a.,n.a.,0,0,
10900,8.72%,8.74%,43,92,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,9949,91.28%,0,0.00%,953,8.74%,n.a.,n.a.,n.a.,0,0,
10911,8.40%,8.40%,44,92,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,9995,91.60%,0,0.00%,916,8.40%,n.a.,n.a.,n.a.,0,0,
10912,7.23%,7.24%,45,92,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,10123,92.77%,0,0.00%,790,7.24%,n.a.,n.a.,n.a.,0,0,
10900,7.73%,7.73%,46,92,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,10057,92.27%,0,0.00%,843,7.73%,n.a.,n.a.,n.a.,0,0,
10912,6.89%,6.90%,47,92,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,10160,93.11%,0,0.00%,753,6.90%,n.a.,n.a.,n.a.,0,0,
10902,7.53%,7.55%,48,92,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,10081,92.47%,0,0.00%,823,7.55%,n.a.,n.a.,n.a.,0,0,
10910,8.25%,8.26%,49,92,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,10010,91.75%,0,0.00%,901,8.26%,n.a.,n.a.,n.a.,0,0,
10910,8.35%,8.35%,50,92,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,9999,91.65%,0,0.00%,911,8.35%,n.a.,n.a.,n.a.,0,0,
10901,6.37%,6.37%,51,92,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,10207,93.63%,0,0.00%,694,6.37%,n.a.,n.a.,n.a.,0,0,
10914,6.97%,6.98%,52,92,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,10153,93.03%,0,0.00%,762,6.98%,n.a.,n.a.,n.a.,0,0,
10911,7.03%,7.03%,53,92,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,10144,92.97%,0,0.00%,767,7.03%,n.a.,n.a.,n.a.,0,0,
10902,8.50%,8.50%,54,92,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,9975,91.50%,0,0.00%,927,8.50%,n.a.,n.a.,n.a.,0,0,
10909,8.09%,8.12%,55,92,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,10027,91.91%,0,0.00%,886,8.12%,n.a.,n.a.,n.a.,0,0,
10903,8.39%,8.39%,56,92,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,9988,91.61%,0,0.00%,915,8.39%,n.a.,n.a.,n.a.,0,0,
10911,8.12%,8.12%,57,92,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,10025,91.88%,0,0.00%,886,8.12%,n.a.,n.a.,n.a.,0,0,
10912,8.88%,8.89%,58,92,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,9943,91.12%,0,0.00%,970,8.89%,n.a.,n.a.,n.a.,0,0,
10899,7.37%,7.45%,59,92,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,10096,92.63%,0,0.00%,812,7.45%,n.a.,n.a.,n.a.,0,0,
10910,7.74%,8.26%,60,92,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,10066,92.26%,0,0.00%,901,8.26%,n.a.,n.a.,n.a.,0,0,
10911,8.75%,8.80%,61,92,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,9956,91.25%,0,0.00%,960,8.80%,n.a.,n.a.,n.a.,0,0,
10900,7.85%,7.87%,62,92,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,10044,92.15%,0,0.00%,858,7.87%,n.a.,n.a.,n.a.,0,0,
10914,8.81%,8.82%,63,92,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,9952,91.19%,0,0.00%,963,8.82%,n.a.,n.a.,n.a.,0,0,
10912,13.11%,13.25%,64,92,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,9481,86.89%,0,0.00%,1446,13.25%,n.a.,n.a.,n.a.,0,0,
10900,14.70%,14.72%,65,92,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,9298,85.30%,0,0.00%,1605,14.72%,n.a.,n.a.,n.a.,0,0,
10912,8.50%,8.54%,66,92,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,9984,91.50%,0,0.00%,932,8.54%,n.a.,n.a.,n.a.,0,0,
10901,7.82%,7.83%,67,92,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,10048,92.18%,0,0.00%,854,7.83%,n.a.,n.a.,n.a.,0,0,
10902,8.26%,8.28%,68,92,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,10001,91.74%,0,0.00%,903,8.28%,n.a.,n.a.,n.a.,0,0,
10912,8.20%,8.23%,69,92,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,10017,91.80%,0,0.00%,898,8.23%,n.a.,n.a.,n.a.,0,0,
10905,7.40%,7.42%,70,92,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,10098,92.60%,0,0.00%,809,7.42%,n.a.,n.a.,n.a.,0,0,
10901,7.17%,7.18%,71,92,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,10119,92.83%,0,0.00%,783,7.18%,n.a.,n.a.,n.a.,0,0,
10911,8.01%,8.04%,72,92,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,10037,91.99%,0,0.00%,877,8.04%,n.a.,n.a.,n.a.,0,0,
10900,7.71%,7.72%,73,92,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,10060,92.29%,0,0.00%,841,7.72%,n.a.,n.a.,n.a.,0,0,
10902,8.19%,8.20%,74,92,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,10009,91.81%,0,0.00%,894,8.20%,n.a.,n.a.,n.a.,0,0,
10912,7.91%,7.92%,75,92,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,10049,92.09%,0,0.00%,864,7.92%,n.a.,n.a.,n.a.,0,0,
10902,8.18%,8.18%,76,92,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,10010,91.82%,0,0.00%,892,8.18%,n.a.,n.a.,n.a.,0,0,
10910,7.94%,7.94%,77,92,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,10044,92.06%,0,0.00%,866,7.94%,n.a.,n.a.,n.a.,0,0,
10909,7.95%,7.98%,78,92,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,10042,92.05%,0,0.00%,871,7.98%,n.a.,n.a.,n.a.,0,0,
10902,7.73%,7.73%,79,92,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,10059,92.27%,0,0.00%,843,7.73%,n.a.,n.a.,n.a.,0,0,
10910,68.65%,68.67%,3,93,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,3420,31.35%,0,0.00%,7492,68.67%,n.a.,n.a.,n.a.,0,0,
10903,28.18%,28.26%,4,93,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,7831,71.82%,0,0.00%,3081,28.26%,n.a.,n.a.,n.a.,0,0,
10909,46.19%,46.20%,5,93,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,5870,53.81%,0,0.00%,5040,46.20%,n.a.,n.a.,n.a.,0,0,
10902,41.76%,41.87%,6,93,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,6349,58.24%,0,0.00%,4565,41.87%,n.a.,n.a.,n.a.,0,0,
10911,23.37%,23.40%,7,93,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,8361,76.63%,0,0.00%,2553,23.40%,n.a.,n.a.,n.a.,0,0,
10912,27.66%,27.78%,8,93,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,7894,72.34%,0,0.00%,3031,27.78%,n.a.,n.a.,n.a.,0,0,
10900,27.95%,29.53%,9,93,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,7853,72.05%,0,0.00%,3219,29.53%,n.a.,n.a.,n.a.,0,0,
10913,23.32%,25.08%,10,93,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,8368,76.68%,0,0.00%,2737,25.08%,n.a.,n.a.,n.a.,0,0,
10911,21.82%,21.86%,11,93,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,8530,78.18%,0,0.00%,2385,21.86%,n.a.,n.a.,n.a.,0,0,
10900,23.00%,23.06%,12,93,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,8393,77.00%,0,0.00%,2514,23.06%,n.a.,n.a.,n.a.,0,0,
10912,19.60%,19.60%,13,93,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,8773,80.40%,0,0.00%,2139,19.60%,n.a.,n.a.,n.a.,0,0,
10900,21.21%,21.28%,14,93,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,8588,78.79%,0,0.00%,2319,21.28%,n.a.,n.a.,n.a.,0,0,
10904,20.15%,20.19%,15,93,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,8707,79.85%,0,0.00%,2202,20.19%,n.a.,n.a.,n.a.,0,0,
10910,21.96%,22.05%,16,93,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,8514,78.04%,0,0.00%,2406,22.05%,n.a.,n.a.,n.a.,0,0,
10902,21.39%,21.42%,17,93,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,8570,78.61%,0,0.00%,2335,21.42%,n.a.,n.a.,n.a.,0,0,
10911,19.65%,19.67%,18,93,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,8767,80.35%,0,0.00%,2146,19.67%,n.a.,n.a.,n.a.,0,0,
10912,19.14%,19.23%,19,93,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,8823,80.86%,0,0.00%,2098,19.23%,n.a.,n.a.,n.a.,0,0,
10901,18.02%,18.07%,20,93,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,8937,81.98%,0,0.00%,1970,18.07%,n.a.,n.a.,n.a.,0,0,
10912,17.86%,17.89%,21,93,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,8963,82.14%,0,0.00%,1952,17.89%,n.a.,n.a.,n.a.,0,0,
10911,17.58%,17.62%,22,93,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,8993,82.42%,0,0.00%,1922,17.62%,n.a.,n.a.,n.a.,0,0,
10901,17.32%,17.39%,23,93,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,9013,82.68%,0,0.00%,1896,17.39%,n.a.,n.a.,n.a.,0,0,
10910,17.61%,17.64%,24,93,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,8989,82.39%,0,0.00%,1925,17.64%,n.a.,n.a.,n.a.,0,0,
10901,16.51%,16.58%,25,93,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,9101,83.49%,0,0.00%,1807,16.58%,n.a.,n.a.,n.a.,0,0,
10904,18.64%,18.74%,26,93,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,8872,81.36%,0,0.00%,2043,18.74%,n.a.,n.a.,n.a.,0,0,
10912,16.72%,16.78%,27,93,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,9087,83.28%,0,0.00%,1831,16.78%,n.a.,n.a.,n.a.,0,0,
10912,17.78%,17.87%,28,93,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,8972,82.22%,0,0.00%,1950,17.87%,n.a.,n.a.,n.a.,0,0,
10901,19.04%,19.12%,29,93,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,8825,80.96%,0,0.00%,2084,19.12%,n.a.,n.a.,n.a.,0,0,
10914,17.36%,17.60%,30,93,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,9019,82.64%,0,0.00%,1921,17.60%,n.a.,n.a.,n.a.,0,0,
10899,20.08%,20.35%,31,93,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,8711,79.92%,0,0.00%,2218,20.35%,n.a.,n.a.,n.a.,0,0,
10903,21.34%,21.58%,32,93,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,8576,78.66%,0,0.00%,2353,21.58%,n.a.,n.a.,n.a.,0,0,
10911,31.11%,31.22%,33,93,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,7517,68.89%,0,0.00%,3406,31.22%,n.a.,n.a.,n.a.,0,0,
10900,19.44%,19.83%,34,93,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,8781,80.56%,0,0.00%,2162,19.83%,n.a.,n.a.,n.a.,0,0,
10912,17.71%,18.25%,35,93,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,8979,82.29%,0,0.00%,1991,18.25%,n.a.,n.a.,n.a.,0,0,
10911,15.81%,17.68%,36,93,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,9186,84.19%,0,0.00%,1929,17.68%,n.a.,n.a.,n.a.,0,0,
10904,15.52%,15.53%,37,93,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,9212,84.48%,0,0.00%,1693,15.53%,n.a.,n.a.,n.a.,0,0,
10901,16.00%,16.04%,38,93,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,9157,84.00%,0,0.00%,1748,16.04%,n.a.,n.a.,n.a.,0,0,
10911,16.56%,16.59%,39,93,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,9104,83.44%,0,0.00%,1810,16.59%,n.a.,n.a.,n.a.,0,0,
10901,15.92%,15.99%,40,93,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,9166,84.08%,0,0.00%,1743,15.99%,n.a.,n.a.,n.a.,0,0,
10902,16.75%,16.80%,41,93,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,9076,83.25%,0,0.00%,1832,16.80%,n.a.,n.a.,n.a.,0,0,
10900,17.84%,17.90%,42,93,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,8955,82.16%,0,0.00%,1951,17.90%,n.a.,n.a.,n.a.,0,0,
10900,16.66%,16.71%,43,93,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,9084,83.34%,0,0.00%,1821,16.71%,n.a.,n.a.,n.a.,0,0,
10912,15.51%,15.59%,44,93,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,9220,84.49%,0,0.00%,1701,15.59%,n.a.,n.a.,n.a.,0,0,
10911,14.85%,14.92%,45,93,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,9291,85.15%,0,0.00%,1628,14.92%,n.a.,n.a.,n.a.,0,0,
10901,14.97%,15.09%,46,93,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,9269,85.03%,0,0.00%,1645,15.09%,n.a.,n.a.,n.a.,0,0,
10911,14.84%,14.90%,47,93,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,9292,85.16%,0,0.00%,1626,14.90%,n.a.,n.a.,n.a.,0,0,
10902,14.89%,15.05%,48,93,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,9279,85.11%,0,0.00%,1641,15.05%,n.a.,n.a.,n.a.,0,0,
10910,17.04%,17.12%,49,93,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,9051,82.96%,0,0.00%,1868,17.12%,n.a.,n.a.,n.a.,0,0,
10911,16.03%,16.08%,50,93,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,9162,83.97%,0,0.00%,1754,16.08%,n.a.,n.a.,n.a.,0,0,
10902,14.49%,14.51%,51,93,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,9322,85.51%,0,0.00%,1582,14.51%,n.a.,n.a.,n.a.,0,0,
10911,14.29%,14.38%,52,93,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,9352,85.71%,0,0.00%,1569,14.38%,n.a.,n.a.,n.a.,0,0,
10902,14.33%,14.37%,53,93,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,9340,85.67%,0,0.00%,1567,14.37%,n.a.,n.a.,n.a.,0,0,
10903,15.91%,15.99%,54,93,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,9168,84.09%,0,0.00%,1743,15.99%,n.a.,n.a.,n.a.,0,0,
10913,15.56%,15.60%,55,93,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,9215,84.44%,0,0.00%,1702,15.60%,n.a.,n.a.,n.a.,0,0,
10912,15.13%,15.19%,56,93,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,9261,84.87%,0,0.00%,1657,15.19%,n.a.,n.a.,n.a.,0,0,
10901,15.31%,15.38%,57,93,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,9232,84.69%,0,0.00%,1677,15.38%,n.a.,n.a.,n.a.,0,0,
10910,16.42%,16.60%,58,93,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,9119,83.58%,0,0.00%,1811,16.60%,n.a.,n.a.,n.a.,0,0,
10904,16.21%,16.26%,59,93,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,9137,83.79%,0,0.00%,1773,16.26%,n.a.,n.a.,n.a.,0,0,
10902,16.93%,17.08%,60,93,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,9056,83.07%,0,0.00%,1862,17.08%,n.a.,n.a.,n.a.,0,0,
10900,17.28%,17.39%,61,93,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,9017,82.72%,0,0.00%,1896,17.39%,n.a.,n.a.,n.a.,0,0,
10901,15.05%,16.26%,62,93,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,9260,84.95%,0,0.00%,1772,16.26%,n.a.,n.a.,n.a.,0,0,
10902,18.15%,18.57%,63,93,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,8923,81.85%,0,0.00%,2024,18.57%,n.a.,n.a.,n.a.,0,0,
10911,23.27%,24.12%,64,93,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,8372,76.73%,0,0.00%,2632,24.12%,n.a.,n.a.,n.a.,0,0,
10902,27.23%,27.55%,65,93,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,7933,72.77%,0,0.00%,3004,27.55%,n.a.,n.a.,n.a.,0,0,
10903,15.97%,16.40%,66,93,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,9162,84.03%,0,0.00%,1788,16.40%,n.a.,n.a.,n.a.,0,0,
10909,15.85%,15.99%,67,93,A1B2C3D4E5,10,0102030405060708090A, 20.0,3,9180,84.15%,0,0.00%,1744,15.99%,n.a.,n.a.,n.a.,0,0,
